Sales_organisation_cd,APPLE_ID,CUST_ID,Legal Name,price_grp_cd,AUTH_DESCRIPTION,Billing_Block_Cd,Order_Block_Cd,Delivery_Block_Cd,Posting_Block_Cd,Sales_Block_Cd,Marked_For_Delete_Ind,Acct_Status_Cd
1300,984477,876908,"""HONGTONG QIYESHE""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,984477,1225917,"""HONGTONG QIYESHE""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,984536,876879,"""FENGXUN SHUWEI YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,ZB,91,,,Y,INACTIVE
1300,984536,1225589,"""FENGXUN SHUWEI YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,91,,,N,ACTIVE
1300,984547,876904,"""LIANXIN DIANXIN YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,ZB,91,,,Y,INACTIVE
1300,984547,1226014,"""LIANXIN DIANXIN YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,91,,,N,ACTIVE
1300,991635,876883,"""DAXIN TONGXIN QICAI HANG""",RC,,,ZB,91,,,Y,INACTIVE
1300,991635,1225916,"""DAXIN TONGXIN QICAI HANG""",,,,,91,,,N,ACTIVE
1300,991648,876899,"""HALA WANGTONG DIANXUN YOUXIAN""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,991648,1225545,"""HALA WANGTONG DIANXUN YOUXIAN""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,993348,876914,"""HEYANG TONGXUN YOUXIAN GONGSI""",RC,"APPLETV, IPAD, IPHONE, IPOD",,ZB,91,,,Y,INACTIVE
1300,993348,1226046,"""HEYANG TONGXUN YOUXIAN GONGSI""",,"APPLETV, IPAD, IPHONE, IPOD",,,91,,,N,ACTIVE
1300,993448,876917,"""CHANGRONG GUOJI YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH, WATCH SPORT",,ZB,91,,,Y,INACTIVE
1300,993448,1225911,"""CHANGRONG GUOJI YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH, WATCH SPORT",,,91,,,N,ACTIVE
1300,993911,876919,"""GAINIAN TONGXUN HANG""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,ZB,91,,,Y,INACTIVE
1300,993911,1225510,"""GAINIAN TONGXUN HANG""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,91,,,N,ACTIVE
1300,993993,878599,"""FENGYANG TONGXIN GONGCHENG HANG""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,ZB,91,,,Y,INACTIVE
1300,993993,1225496,"""FENGYANG TONGXIN GONGCHENG HANG""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,91,,,N,ACTIVE
1300,999650,879101,"""YUANCHANG YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,ZB,91,,,Y,INACTIVE
1300,999650,1225532,"""YUANCHANG YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,91,,,N,ACTIVE
1300,1000966,879781,"""CHANGXIN TONGXIN YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,ZB,91,,,Y,INACTIVE
1300,1000966,1225512,"""CHANGXIN TONGXIN YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,91,,,N,ACTIVE
1300,1005759,880614,"""DING YAO TONG XUN YOU XIAN GONG SI""",RC,,,ZB,91,,,Y,INACTIVE
1300,1005759,1225912,"""DING YAO TONG XUN YOU XIAN GONG SI""",,,,,91,,,N,ACTIVE
1300,1014865,881380,"""DIGU TONGXIN GONGCHENG YOUXIAN""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,1014865,1225919,"""DIGU TONGXIN GONGCHENG YOUXIAN""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1020887,882050,"""BAIFA BAIZHONG TONGXUN HANG""",RC,,,ZB,91,,,Y,INACTIVE
1300,1020887,1225513,"""BAIFA BAIZHONG TONGXUN HANG""",,,,,91,,,N,ACTIVE
1300,1020896,882841,"""HUANGDA TONGXIN YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,ZB,91,,,Y,INACTIVE
1300,1020896,1226047,"""HUANGDA TONGXIN YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,91,,,N,ACTIVE
1300,1023145,883793,"""SHICHUANG TONGXUN YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH, WATCH SPORT",,ZB,91,,,Y,INACTIVE
1300,1023145,1225934,"""SHICHUANG TONGXUN YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH, WATCH SPORT",,,91,,,N,ACTIVE
1300,1025372,884733,"""LONGDIAN QIYE YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH, WATCH SPORT",,ZB,91,,,Y,INACTIVE
1300,1025372,1225999,"""LONGDIAN QIYE YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH, WATCH SPORT",,,91,,,N,ACTIVE
1300,1025380,884334,"""LIANOU TONGXUN YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,1025380,1225963,"""LIANOU TONGXUN YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1029891,884749,"""WUHANG TONGXUN YOUXIAN GONGSI""",RC,,,ZB,91,,,Y,INACTIVE
1300,1029891,1225590,"""WUHANG TONGXUN YOUXIAN GONGSI""",,,,,91,,,N,ACTIVE
1300,1029932,1003662,"""GUANGCHENG TONGXUN YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,1029932,1225517,"""GUANGCHENG TONGXUN YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1045529,887812,"""JIASHIDA KEJI YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,1045529,1225591,"""JIASHIDA KEJI YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1046389,887702,"""QUANMIN ZIXUN YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,ZB,91,,,Y,INACTIVE
1300,1046389,1225935,"""QUANMIN ZIXUN YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,91,,,N,ACTIVE
1300,1046901,887867,"""DADI DIANXUN GUFEN YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,1046901,1225913,"""DADI DIANXUN GUFEN YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1046925,888035,"""FUMEI DIANXIN GONGCHENG YOUXIAN""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,1046925,1225546,"""FUMEI DIANXIN GONGCHENG YOUXIAN""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1047877,888044,"""JINSANJIAO TONGXIN GUFEN YOUXIAN""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,1047877,1225514,"""JINSANJIAO TONGXIN GUFEN YOUXIAN""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1051897,895513,"""DELIJIA TONGXUN QICAIHANG""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,ZB,91,,,Y,INACTIVE
1300,1051897,1225592,"""DELIJIA TONGXUN QICAIHANG""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,91,,,N,ACTIVE
1300,1052339,895501,"""MAOQILAIZHUAN KEJI YOUXIAN GONGSI""",RC,,,ZB,91,,,Y,INACTIVE
1300,1052339,1225973,"""MAOQILAIZHUAN KEJI YOUXIAN GONGSI""",,,,,91,,,N,ACTIVE
1300,1055003,895617,"""XIAOGANG DIANXIN YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,1055003,1225515,"""XIAOGANG DIANXIN YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1055395,895755,"""CHANGXIN DIANXIN SHENGHUOGUAN""",RC,,,ZB,91,,,N,INACTIVE
1300,1055395,1225974,"""CHANGXIN DIANXIN SHENGHUOGUAN""",,,,,91,,,N,ACTIVE
1300,1057184,896329,"""QINGMING ZIXUN YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,1057184,1225964,"""QINGMING ZIXUN YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1060672,898127,"""DAYUAN GUANGDIAN KEJI GUFEN YOUXIAN""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,1060672,1225593,"""DAYUAN GUANGDIAN KEJI GUFEN YOUXIAN""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1060793,450605,"""XINYOU KEJI YOUXIAN GONGSI""",RC,,,ZB,91,,,Y,INACTIVE
1300,1060793,1226000,"""XINYOU KEJI YOUXIAN GONGSI""",,,,,91,,,N,ACTIVE
1300,1060794,897411,"""SENTRA INT. CO.,LTD""",RB,"ACCESSORIES, BEATS PRODUCTS",,,,,,N,ACTIVE
1300,1060794,1226048,"""SENTRA INT. CO.,LTD""",,"ACCESSORIES, BEATS PRODUCTS",,,,,,N,ACTIVE
1300,1060821,897735,"""BEATS TW DEALERS""",RC,BEATS PRODUCTS,,ZB,,,,N,ACTIVE
1300,1062266,450323,"""STRAIGHT A INC.""",RC,"APPLE CPU, APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1062266,453473,"""STRAIGHT A INC.""",RC,"APPLE CPU, APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1062266,1063948,"""STRAIGHT A INC.""",RC,"APPLE CPU, APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1062266,1063949,"""STRAIGHT A INC.""",RC,"APPLE CPU, APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1062558,450027,"""OULIANSHENG SHIYE YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH, WATCH SPORT",,ZB,91,,,Y,INACTIVE
1300,1062558,1225566,"""OULIANSHENG SHIYE YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH, WATCH SPORT",,,91,,,N,ACTIVE
1300,1062574,898320,"""PANGXIYI DIANNAO YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,1062574,1225533,"""PANGXIYI DIANNAO YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1066540,451090,"""YONGJI TONGXIN SHANGHANG""",RC,"APPLETV, IPAD, IPHONE, IPOD",,ZB,91,,,Y,INACTIVE
1300,1066540,1225970,"""YONGJI TONGXIN SHANGHANG""",,"APPLETV, IPAD, IPHONE, IPOD",,,91,,,N,ACTIVE
1300,1066621,451095,"""YUANHANG QIYESHE""",RC,"APPLETV, IPAD, IPHONE, IPOD",,ZB,91,,,Y,INACTIVE
1300,1066621,1225536,"""YUANHANG QIYESHE""",,"APPLETV, IPAD, IPHONE, IPOD",,,91,,,N,ACTIVE
1300,1069904,453623,"""HEHE QIYE YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,1069904,1226034,"""HEHE QIYE YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1069916,453617,"""YUFENG TONGXINHANG""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,ZB,91,,,Y,INACTIVE
1300,1069916,1225953,"""YUFENG TONGXINHANG""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,91,,,N,ACTIVE
1300,1076731,455294,"""ZHUXIN DIANXIN YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,ZB,91,,,Y,INACTIVE
1300,1076731,1225941,"""ZHUXIN DIANXIN YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,91,,,N,ACTIVE
1300,1084323,462067,"""UNIQLO TAIWAN LTD.""",YC,,,,,,,N,ACTIVE
1300,1092456,457397,"""LANTIAN DIANHUA QIYESHE""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,ZB,91,,,Y,INACTIVE
1300,1092456,1226035,"""LANTIAN DIANHUA QIYESHE""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,91,,,N,ACTIVE
1300,1094455,457904,"""HUACHENG GUOJI YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,1094455,1226036,"""HUACHENG GUOJI YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1110692,460721,"""TAIWAN SEMICONDUCTOR MANUFACTURING""",P6,,,,,,,N,ACTIVE
1300,1120994,463342,"""FAYAQUE@TAOYUAN""",,"BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH, WATCH SPORT",,,,,,N,ACTIVE
1300,1126688,461064,"""IBM TAIWAN CORPORATION""",EE,,,ZB,91,,,N,INACTIVE
1300,1126688,1225575,"""IBM TAIWAN CORPORATION""",,,,,91,,,N,ACTIVE
1300,1131518,462772,"""PINGU TONGXUN HANG""",RC,,,ZB,91,,,Y,INACTIVE
1300,1131518,1225971,"""PINGU TONGXUN HANG""",,,,,91,,,N,ACTIVE
1300,1137204,462622,"""ASIA PACIFIC TELECOM CO., LTD.""",PP,"IPHONE, WATCH",,,,,,N,ACTIVE
1300,1138785,462973,"""ASIA PACIFIC TELECOM DEALERS""",PP,,,ZB,,,,N,ACTIVE
1300,1142650,463721,"""JIAXIN KEJI YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,1142650,1225942,"""JIAXIN KEJI YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1152487,494029,"""FENGJING QIYE YOUXIAN GONGSI""",RC,"APPLETV, IPAD, IPHONE, IPOD, WATCH, WATCH SPORT",,ZB,91,,,Y,INACTIVE
1300,1152487,1226039,"""FENGJING QIYE YOUXIAN GONGSI""",,"APPLETV, IPAD, IPHONE, IPOD, WATCH, WATCH SPORT",,,91,,,N,ACTIVE
1300,1152531,494023,"""TAIWAN XINGDONG ZIXUNSHE""",RC,"APPLETV, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,1152531,1226038,"""TAIWAN XINGDONG ZIXUNSHE""",,"APPLETV, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1153419,494027,"""QIYA TONGXINHANG""",RC,,,ZB,91,,,Y,INACTIVE
1300,1153419,1226001,"""QIYA TONGXINHANG""",,,,,91,,,N,ACTIVE
1300,1153962,494025,"""RUIFA SHIYE YOUXIAN GONGSI""",RC,,,ZB,91,,,Y,INACTIVE
1300,1153962,1225904,"""RUIFA SHIYE YOUXIAN GONGSI""",,,,,91,,,N,ACTIVE
1300,1162137,494075,"""FENGCHUAN TONGXUN HANG""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,1162137,1225576,"""FENGCHUAN TONGXUN HANG""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1162671,494073,"""QIAOKANG TONGXIN HANG""",RC,,,ZB,91,,,Y,INACTIVE
1300,1162671,1226040,"""QIAOKANG TONGXIN HANG""",,,,,91,,,N,ACTIVE
1300,1163245,494071,"""RENYUAN TONGXUN HANG""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,ZB,91,,,Y,INACTIVE
1300,1163245,1225599,"""RENYUAN TONGXUN HANG""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,91,,,N,ACTIVE
1300,1169901,494555,"""BAODONG YOUXIAN GONGSI""",RC,,,ZB,91,,,Y,INACTIVE
1300,1169901,1225905,"""BAODONG YOUXIAN GONGSI""",,,,,91,,,N,ACTIVE
1300,1169918,1000007,"""DEXIN TONGXUN YOUXIAN GONGSI""",RC,,,ZB,91,,,Y,INACTIVE
1300,1169918,1225516,"""DEXIN TONGXUN YOUXIAN GONGSI""",,,,,91,,,N,ACTIVE
1300,1170375,494806,"""JUZI MOLI DIANXUN YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH, WATCH SPORT",,ZB,91,,,Y,INACTIVE
1300,1170375,1225577,"""JUZI MOLI DIANXUN YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH, WATCH SPORT",,,91,,,N,ACTIVE
1300,1170442,494682,"""TONGDA DIANXIN YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,1170442,1225557,"""TONGDA DIANXIN YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1178891,1001368,"""LAICHENG TONGXUN KEJI YOUXIAN""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,1178891,1225975,"""LAICHENG TONGXUN KEJI YOUXIAN""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1189354,1003157,"""TIANJI TONGXIN YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,1189354,1225594,"""TIANJI TONGXIN YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1194198,1011723,"""HON HAI PRECISION INDUSTRY CO.,""",P6,,,ZB,91,,,Y,INACTIVE
1300,1194198,1225534,"""HON HAI PRECISION INDUSTRY CO.,""",,,,,91,,,N,ACTIVE
1300,1197173,1003778,"""COSTCO@KAOHSIUNG(W873)""",RC,"APPLE CPU, APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,,,,N,ACTIVE
1300,1197180,1003780,"""COSTCO@XIZHI(W874)""",RC,"APPLE CPU, APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,,,,N,ACTIVE
1300,1197186,1003782,"""COSTCO@TAICHUNG(W870)""",RC,"APPLE CPU, APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,,,,N,ACTIVE
1300,1197187,1003788,"""COSTCO@TAINAN(W5008)""",RC,"APPLE CPU, APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,,,,N,ACTIVE
1300,1197188,1003784,"""COSTCO@TAOYUAN(W5003)""",RC,"APPLE CPU, APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,,,,N,ACTIVE
1300,1197194,1003786,"""COSTCO@NEIHU(W872)""",RC,"APPLE CPU, APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,,,,N,ACTIVE
1300,1197195,1003790,"""COSTCO@ZHONGHE(W886)""",RC,"APPLE CPU, APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,,,,N,ACTIVE
1300,1197196,1003792,"""COSTCO@HSINCHU(W5001)""",RC,"APPLE CPU, APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,,,,N,ACTIVE
1300,1197202,1003794,"""COSTCO@DASHUN(W5002)""",RC,"APPLE CPU, APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,,,,N,ACTIVE
1300,1197203,1003796,"""COSTCO@CHIAYI(W5007)""",RC,"APPLE CPU, APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,,,,N,ACTIVE
1300,1206815,1011989,"""BRIGHTSTAR LOGISTICS PTE LTD TAIWAN""",RC,IPHONE,,,,,,N,ACTIVE
1300,1206815,1225497,"""BRIGHTSTAR LOGISTICS PTE LTD TAIWAN""",,IPHONE,,,,,,N,ACTIVE
1300,1208982,1012372,"""HONGYE YOUXIAN GONGSI""",RC,,,ZB,91,,,N,INACTIVE
1300,1208982,1225898,"""HONGYE YOUXIAN GONGSI""",,,,,91,,,N,ACTIVE
1300,1208999,1012789,"""MIKE ZIXUN YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,1208999,1225914,"""MIKE ZIXUN YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1210126,1013603,"""XUFENG DIANTONG KEJI QIYESHE""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,ZB,91,,,Y,INACTIVE
1300,1210126,1225547,"""XUFENG DIANTONG KEJI QIYESHE""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,91,,,N,ACTIVE
1300,1213159,1013068,"""HONGLONG GUOJI DIANXUN YOUXIAN""",RC,,,ZB,91,,,Y,INACTIVE
1300,1213159,1225518,"""HONGLONG GUOJI DIANXUN YOUXIAN""",,,,,91,,,N,ACTIVE
1300,1218790,1014294,"""CHENGJING SHUWEI YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,ZB,91,,,Y,INACTIVE
1300,1218790,1225977,"""CHENGJING SHUWEI YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,91,,,N,ACTIVE
1300,1219469,1014292,"""FUYI TONGXIN YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,1219469,1225976,"""FUYI TONGXIN YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1227854,1015526,"""XIANGYI KEJI YOUXIAN GONGSI""",RC,,,ZB,91,,,Y,INACTIVE
1300,1227854,1225498,"""XIANGYI KEJI YOUXIAN GONGSI""",,,,,91,,,N,ACTIVE
1300,1227936,1019717,"""GUOZHI TONGXINHANG""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH, WATCH SPORT",,ZB,91,,,Y,INACTIVE
1300,1227936,1225920,"""GUOZHI TONGXINHANG""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH, WATCH SPORT",,,91,,,N,ACTIVE
1300,1227949,1015678,"""LIANCHENG KEJI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,1227949,1225548,"""LIANCHENG KEJI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1232052,1017285,"""QUANPEI TONGXIN HANG""",RC,,,ZB,91,,,Y,INACTIVE
1300,1232052,1225519,"""QUANPEI TONGXIN HANG""",,,,,91,,,N,ACTIVE
1300,1236346,1022120,"""SHUANG SHIN TECHNOLOGY CO., LTD.""",RC,"APPLE CPU, APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1300,1236346,1225978,"""SHUANG SHIN TECHNOLOGY CO., LTD.""",,"APPLE CPU, APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD, WATCH",,,,,,N,ACTIVE
1300,1249046,1019903,"""JIEYANG TONGXIN YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,ZB,91,,,Y,INACTIVE
1300,1249046,1225595,"""JIEYANG TONGXIN YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,91,,,N,ACTIVE
1300,1249061,1019905,"""DINGCHENG GUOJI YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,ZB,91,,,Y,INACTIVE
1300,1249061,1225921,"""DINGCHENG GUOJI YOUXIAN GONGSI""",,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,,91,,,N,ACTIVE
1300,1251891,1024159,"""LEHONG YOUXIAN GONGSI""",RC,,,ZB,91,,,Y,INACTIVE
1300,1251891,1226015,"""LEHONG YOUXIAN GONGSI""",,,,,91,,,N,ACTIVE
1300,1251902,1020621,"""TONGXIN WANGCHAO YOUXIAN GONGSI""",RC,"APPLETV, BEATS PRODUCTS, IPAD, IPHONE, IPOD",,ZB,91,,,Y,INACTIVE
