Sales_organisation_cd,APPLE_ID,CUST_ID,Legal Name,price_grp_cd,AUTH_DESCRIPTION,Billing_Block_Cd,Order_Block_Cd,Delivery_Block_Cd,Posting_Block_Cd,Sales_Block_Cd,Marked_For_Delete_Ind,Acct_Status_Cd
1510,1309383,1031827,"""HUBEI HEHAO SHANGMAO YOUXIAN GONGSI""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1309440,1031808,"""WUYISHANSHI JIUZHOU TONGXUN YOUXIAN""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1309452,1033536,"""WENG‘ANXIAN WUJIANG TONGXUN""",RB,,,ZB,,,,N,ACTIVE
1510,1309470,1031806,"""YUSHANXIAN HONGSHENG MAOYI YOUXIAN""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1309476,1033538,"""LUOPINGXIAN HANBO SHANGMAO""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1310096,1031510,"""SHANGHAI YANHUO XINXI KEJI YOUXIAN""",RB,"IPAD, IPHONE, IPOD",,ZB,,,,Y,INACTIVE
1510,1310102,1031511,"""YUNNAN ZHUANGNAN TONGXIN SHEBEI""",RB,,,ZB,,,,Y,INACTIVE
1510,1310116,1031669,"""JIANGXI CHENGSHANGHENG TONGXIN""",RB,,,ZB,,,,N,ACTIVE
1510,1310118,1031819,"""GUANGZHOUSHI LANXUNHANG TONGXUN""",RB,,,ZB,,,,Y,INACTIVE
1510,1310122,1032116,"""ENSHIZHOU TONGXIN GUANGCHANG""",RB,,,ZB,,,,N,ACTIVE
1510,1310128,1032381,"""NANCHANG AIHUA MAOYI YOUXIAN GONGSI""",RB,"IPAD, IPHONE, IPOD",,ZB,,,,Y,INACTIVE
1510,1310129,1032080,"""YONGZHOUSHI JINWANSHUN SHANGMAO""",RB,"IPAD, IPHONE, IPOD",,ZB,,,,Y,INACTIVE
1510,1310135,1032092,"""JIANGMENSHI PENGJIANGQU GUANGYUAN""",RB,,,ZB,,,,Y,INACTIVE
1510,1310136,1032090,"""PUTIANSHI DANANFANG TONGXIN SHEBEI""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1310138,1032091,"""JINGXIAN KEJUN TONGXUN QICAI""",RB,,,ZB,,,,Y,INACTIVE
1510,1310156,1032079,"""ZHEJIANG YITONG KEJI YOUXIAN GONGSI""",RB,,,ZB,,,,Y,INACTIVE
1510,1310162,1031684,"""XIAMEN TIANYITONG WANGLUO TONGXIN""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1310163,1032360,"""GUILINSHI WANHUA XINXI KEJI YOUXIAN""",RB,"IPAD, IPHONE, IPOD",,ZB,,,,Y,INACTIVE
1510,1310164,1032703,"""HAINANSHENG TONGXIN CHANYE FUWU""",RB,"IPAD, IPHONE, IPOD",,ZB,,,,N,ACTIVE
1510,1310170,1031931,"""CHONGQING YAOQILONG TONGXUN QICAI""",RB,,,ZB,,,,N,ACTIVE
1510,1310171,1031935,"""YINCHUANSHI JINFENGQU ZHENGYU""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1310181,1032358,"""HUANGSHANSHI TUNXIQU WODE ZHINENG""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1310187,1031933,"""DONGGUANSHI ZHUOYOU TONGXUN""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1310193,1032084,"""LANZHOU AIBODE SHANGMAO YOUXIAN""",RB,,,ZB,,,,Y,INACTIVE
1510,1310201,1032229,"""BEIJING DONGRUN LIDA KEJI YOUXIAN""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1310207,1032705,"""SICHUAN YIMENG SHUMA KEJI YOUXIAN""",RB,,,ZB,,,,N,INACTIVE
1510,1310208,1032364,"""NINGBO JIFENG SHOUJI YIZU TONGXUN""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1310209,1032223,"""BAOJI WEIDE KEJI YOUXIAN ZEREN""",RB,,,ZB,,,,Y,INACTIVE
1510,1310215,1032225,"""SUQIANSHI HUANQIU TONGXUN KEJI""",RB,,,ZB,,,,Y,INACTIVE
1510,1310248,1033920,"""ZHENLAIXIAN WEIXING DIANQI KEJI""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1310283,1033925,"""XINGGUO HEMENG SHANGMAO""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1310330,1031688,"""GUANGXI NANNINGSHI DINGBIN SHANGMAO""",RB,,,ZB,,,,Y,INACTIVE
1510,1310745,1031686,"""SHANXI RUTAI DIANZI SHEBEI YOUXIAN""",RB,,,ZB,,,,N,INACTIVE
1510,1310758,1031671,"""ZHANGZHOUSHI TIANYITONG TONGXUN""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1310774,1031679,"""BAOJISHI LONGYU SHANGMAO YOUXIAN""",RB,"IPAD, IPHONE, IPOD",,ZB,,,,Y,INACTIVE
1510,1310827,1032246,"""ANHUI SHUIJINGHAI TONGXUN QICAI""",RB,"IPAD, IPHONE, IPOD",,ZB,,,,Y,INACTIVE
1510,1310842,1031673,"""ANQINGSHI ANZHI TONGXUN SHEBEI""",RB,"BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1310852,1032375,"""SHIPINGXIAN XINYAO SHOUJIDIAN""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1310890,1032371,"""XIANNINGSHI YIRONG TONGXIN YOUXIAN""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1310928,1033922,"""HUANREN ZHENGDA TONGXUN FUWU""",RB,,,ZB,,,,N,INACTIVE
1510,1310934,1032368,"""ZHANGWUXIAN ZHIGAO""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1311786,1032244,"""HUBEI BOTIAN TONGXUN YOUXIAN ZEREN""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1311798,1032093,"""HUNAN YUANDING KEJI YOUXIAN GONGSI""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1311804,1032240,"""XUZHOU JIACHENG TONGXUN KEJI""",RB,IPOD,,ZB,,,,N,ACTIVE
1510,1311817,1032249,"""CHENGDUSHI XINDUQU ANDEHE TONGXIN""",RB,,,ZB,,,,Y,INACTIVE
1510,1311829,1034371,"""HAIKOU GUODA DIANXIN SHEBEI""",RB,"IPAD, IPHONE, IPOD",,ZB,,,,Y,INACTIVE
1510,1311830,1032112,"""HUNAN XINZHIXIANG SHANGMAO YOUXIAN""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1311836,1034341,"""FUJIAN DAYUEMENG DIANZI KEJI""",RB,"IPAD, IPHONE, IPOD",,ZB,,,,Y,INACTIVE
1510,1311837,1032109,"""GUIZHOU HEZHAN JIACHUANG KEJI""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1311843,1033540,"""CHANGSHA QIXIN TONGXUN SHEBEI""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1311945,1032389,"""JIXI SANXING XINLINGZHI TONGXUN""",RB,,,ZB,,,,Y,INACTIVE
1510,1311959,1032238,"""YANTAI DONGXUN SHANGMAO YOUXIAN""",RB,,,ZB,,,,Y,INACTIVE
1510,1311967,1032111,"""CHANGSHA JINHONG RUANJIAN KEJI""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1311974,1032385,"""KUERLE JINTENG SHANGMAO YOUXIAN""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1311976,1032393,"""GUANGXI XIANGSHENG TONGXIN KEJI""",RB,,,ZB,,,,N,ACTIVE
1510,1312051,1032242,"""LAIWUSHI JINFENGCHENG SHANGMAO""",RB,,,ZB,,,,Y,INACTIVE
1510,1312059,1034053,"""GUANGXI MEIDA SHIYE YOUXIAN GONGSI""",RB,,,ZB,,,,Y,INACTIVE
1510,1312072,1033019,"""JIUJIANG YONGHONG KEJI YOUXIAN""",RB,,,ZB,,,,N,ACTIVE
1510,1312079,1033351,"""NANJINGXIAN XINSHUNDA MAOYI""",RB,,,ZB,,,,N,INACTIVE
1510,1312696,1032231,"""GUANGZHOUSHI YINGHANG TONGXUN""",RB,,,ZB,,,,N,ACTIVE
1510,1312697,1032236,"""KUNMING TIANZENG SHANGMAO YOUXIAN""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1312703,1032227,"""GUILINSHI YUZHOU TONGXUN YINGXIANG""",RB,,,ZB,,,,Y,INACTIVE
1510,1312710,1032697,"""WUHAN XINTONGCHUANG KEJI FAZHAN""",RB,,,ZB,,,,Y,INACTIVE
1510,1312720,1032709,"""SHANTOUSHI YILI DIANXUN YOUXIAN""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1312735,1032087,"""SHENYANG ZHONGYOU TAIDA TONGXUN""",RB,,,ZB,,,,N,INACTIVE
1510,1312737,1034915,"""WUWEISHI BEIFANG DIANZI TONGXUN""",RB,"IPAD, IPHONE, IPOD",,ZB,,,,Y,INACTIVE
1510,1312744,1032373,"""TIANJIN TIANYI SHISHANG TONGXUN""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1312750,1034917,"""NEIMENGGU LANHAI DIANXUN""",RB,,,ZB,,,,Y,INACTIVE
1510,1312786,1033927,"""GUANGZHOU JUNHUI SHUMA CHANPIN""",RB,"IPAD, IPHONE, IPOD",,ZB,,,,N,ACTIVE
1510,1312797,1032397,"""FUJIAN GUOLE TONGXUN SHEBEI YOUXIAN""",RB,,,ZB,,,,Y,INACTIVE
1510,1312810,1032723,"""JIAYUGUAN HONGTAO TONGXUN DIANZI""",RB,,,ZB,,,,Y,INACTIVE
1510,1312821,1032377,"""PEIXIAN JIAHE DIANXUN YOUXIAN""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1312883,1034055,"""FUSHUNSHI YIDA FANGHUA JINGMAO""",RB,,,ZB,,,,Y,INACTIVE
1510,1312898,1034339,"""FUJIAN BEICHEN DIANZI YOUXIAN""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1314202,1034337,"""DONGXINGSHI HUANGYANG TONGXUN""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1314203,1034059,"""QINGDAO TAIRUI TONGXUN KEJI""",RB,"IPAD, IPHONE, IPOD",,ZB,,,,Y,INACTIVE
1510,1314211,1034768,"""DONGGUANSHI HESHI DIANQI YOUXIAN""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1314217,1034778,"""ZHONGSHANSHI HEJITONG TONGXUN""",RB,,,ZB,,,,N,INACTIVE
1510,1314224,1031802,"""JIAXING AIFENGPAI TRADING CO., LTD.""",RB,IPAD,,,,,,N,ACTIVE
1510,1314230,1035742,"""DANDONG HONGTUO TONGXUN SHEBEI""",RB,"IPAD, IPHONE, IPOD",,ZB,,,,Y,INACTIVE
1510,1314236,1035729,"""WULUMUQI HUAJUN LITIAN SHANGWU""",RB,"IPAD, IPHONE, IPOD",,ZB,,,,Y,INACTIVE
1510,1314242,1032711,"""FOSHAN ZHONGSHI TONGXIN SHEBEI""",RB,"IPAD, IPHONE, IPOD",,ZB,,,,Y,INACTIVE
1510,1314243,1034353,"""SHANGRAOSHI WEIYUAN SHIYE""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1314260,1032598,"""JISHOUSHI BOYUAN SHANGMAO YOUXIAN""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1314316,1033357,"""CHONGQING SHUNLONG TONGXUN QICAI""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1314329,1032391,"""HONGHEZHOU ZHISHENG SHANGMAO""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1314354,1032725,"""GUANGDEXIAN HUIFENGYUAN TONGXIN""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1314360,1034347,"""HULINSHI DONGYAN TONGXUN QICAI""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1314388,1033349,"""PINGNANXIAN SHIJI TONGXUN YOUXIAN""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1314400,1033021,"""WUYUANXIAN WANGZHESHIDAI TONGXIN""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1314784,1033972,"""NINGBOSHI YINZHOU WANHENG TONGXUN""",RB,"IPAD, IPHONE, IPOD",,ZB,,,,Y,INACTIVE
1510,1314788,1032715,"""HENAN GUOYU TONGXUN KEJI YOUXIAN""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1314794,1032699,"""SHENZHENSHI SANHAI TONGXUN YOUXIAN""",RB,,,ZB,,,,Y,INACTIVE
1510,1314802,1032840,"""SHENZHENSHI HENGXINFENG TONGXUN""",RB,,,ZB,,,,Y,INACTIVE
1510,1314803,1033359,"""YANGZHOU YUNGU MAOYI YOUXIAN GONGSI""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1314804,1032701,"""HUNANSHENG RUOMING TONGXIN KEJI""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1314813,1032729,"""BINZHOU JINPENG SHANGMAO YOUXIAN""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1314820,1032832,"""SUZHOU ZHANGUOXIN SHUMA KEJI""",RB,"IPAD, IPHONE, IPOD, WATCH, WATCH SPORT",,ZB,,,,Y,INACTIVE
1510,1314842,1032719,"""YIYANGXIAN HUAXIN KEJI YOUXIAN""",RB,,,ZB,,,,Y,INACTIVE
1510,1314911,1032399,"""BAODING ZHANBO SHANGMAO YOUXIAN""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1314929,1032721,"""PUYANGSHI DONGRAN WUZI YOUXIAN""",RB,,,ZB,,,,N,INACTIVE
1510,1314947,1032387,"""KEERQIN ZUOYI HOUQI QICAIHONG""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1314962,1033970,"""PUYANGSHI WANSHENG KEMAO""",RB,,,ZB,,,,Y,INACTIVE
1510,1314968,1032587,"""YIXIAN LIANHUA TONGXUN QICAI""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1315030,1034345,"""HEBEI LITUXIANG MAOYI YOUXIAN""",RB,,,ZB,,,,Y,INACTIVE
1510,1315041,1034359,"""WUZHIXIAN XIONGDI DIANZI KEJI Y""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1315450,1032600,"""YUNANXIAN HEXINGDA SHUMA KEJI""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1315456,1033347,"""SUIXIAN ZHONGYI TONGXIN QICAI""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1315457,1032735,"""SUZHOUSHI YIBAITONG TONGXUN SHEBEI""",RB,,,ZB,,,,N,ACTIVE
1510,1315463,1033003,"""XIANGYANG YUANYI TONGXIN YOUXIAN""",RB,,,ZB,,,,N,INACTIVE
1510,1315465,1032836,"""XINING SHENGMINGHAO SHANGMAO""",RB,,,ZB,,,,Y,INACTIVE
1510,1315473,1032830,"""XI'AN ZHOUYANG DIANLI SHEBEI""",RB,"IPAD, IPHONE, IPOD",,ZB,,,,Y,INACTIVE
1510,1315474,1032583,"""DACHANG HUIZU ZIZHIXIAN XUERUI""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1315545,1032838,"""GUIZHOU ZONGYUAN KEJI YOUXIAN""",RB,,,ZB,,,,Y,INACTIVE
1510,1315546,1032596,"""LINJIANGSHI HUIDA JINGMAO YOUXIAN""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1315548,1033306,"""GUIYANG NANMING WENYU WANGLUO""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1315555,1033341,"""ZHENGZHOU SHENGYU TONGXIN KEJI""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1315563,1032585,"""XI'AN TIANXIN SHIYE YOUXIAN GONGSI""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1315590,1033335,"""YIXIAN JINMAO DIANZI KEJI YOUXIAN""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1315616,1032990,"""ZHAODONGSHI TIANTIAN SHOUJI""",RB,,,ZB,,,,N,INACTIVE
1510,1315663,1033007,"""TANGYUANXIAN CHENGYI SHUMADIAN""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1315676,1032727,"""E'ERGUNASHI HONGYANG TONGXUN SHEBEI""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1316034,1034908,"""ZHONGSHANSHI TIANZHIYU KEJI""",RB,,,ZB,,,,Y,INACTIVE
1510,1316051,1034049,"""DALIAN HEXIN JIAHE TONGXIN""",RB,"IPAD, IPHONE, IPOD",,ZB,,,,Y,INACTIVE
1510,1316063,1033017,"""ZHENJIANGSHI GUOFEI TONGXUN SHEBEI""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1316078,1033005,"""XIANYANG ZHONGXIN TONGXIN DIANZI""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1316079,1033300,"""HAERBIN GUANGHONG TONGXUN SHEBEI""",RB,,,ZB,,,,N,ACTIVE
1510,1316094,1033011,"""LINFEN DONGLIAN TONGXUN YOUXIAN""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1316129,1033933,"""WUCHENGXIAN DINGXUN DIANZI KEJI""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1316163,1032995,"""ZHENGZHOU TONGYILIAN TONGXUN SHEBEI""",RB,"IPAD, IPHONE, IPOD",,ZB,,,,Y,INACTIVE
1510,1316169,1032997,"""CHONGQING SHANGSHE DIANQI YOUXIAN""",RB,,,ZB,,,,Y,INACTIVE
1510,1316170,1034761,"""CHANGSHASHI WANGCHENGQU RUIXIANG""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1316188,1033009,"""POYANGXIAN HONGBO SHUMA KEJI""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1316206,1032862,"""YULINSHI HERUNFENG SHANGMAO YOUXIAN""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1316681,1033001,"""HUANGSHISHI TIANCHUANG TONGXIN""",RB,,,ZB,,,,Y,INACTIVE
1510,1316699,1033333,"""ZONGYANGXIAN WANDA TONGXIN QICAI""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1316714,1033131,"""YUECHIXIAN HUAYU TONGXUN KEJI""",RB,,,ZB,,,,N,INACTIVE
1510,1316769,1035013,"""SHANXI CHANGSHENGCHANG KEJI""",RB,,,ZB,,,,N,INACTIVE
1510,1318205,1034061,"""WUHAN SHUNDA SHIJI TONGXIN""",RB,,,ZB,,,,N,ACTIVE
1510,1318570,1034770,"""GUANGZHOUSHI FENGYUAN""",RB,,,ZB,,,,Y,INACTIVE
1510,1318586,1033133,"""FUJIAN XINZHONGGUAN XINXI KEJI""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1318597,1033149,"""DONGMINGXIAN TIANDITONG SHOUJI""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1318638,1033145,"""ZHENJIANGSHI XINDONGYA TONGXUN""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1318644,1034067,"""HEYUANSHI FANGLE DIANZI KEJI""",RB,,,ZB,,,,N,ACTIVE
1510,1318670,1033939,"""FAKU YIHESHENG SHANGMAO""",RB,,,ZB,,,,Y,INACTIVE
1510,1318676,1032834,"""QINGDAO RUICHENG ZHIYUAN MAOYI""",RB,,,ZB,,,,Y,INACTIVE
1510,1318683,1033974,"""NEIJIANGSHI ZHONGQU YOUER""",RB,,,ZB,,,,Y,INACTIVE
1510,1318694,1035017,"""BENXISHI XINGBADA TONGXUN""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1318721,1034772,"""MIZHIXIAN XINZHIHUI SHANGMAO""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1318738,1034904,"""HAERBIN HELIANSHENG TONGXUN""",RB,,,ZB,,,,N,INACTIVE
1510,1319784,1033929,"""GANZHOU CHUANGYI MAOYI""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1319838,1033532,"""CIXISHI FAFA CHANGYUAN TONGXUN""",RB,"IPAD, IPHONE, IPOD",,ZB,,,,Y,INACTIVE
1510,1319845,1033303,"""FUZHOU ZHONGGUAN LIANHE DIANZI""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1319856,1033948,"""BAODINGSHI YILIAN SHANGMAO""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1319863,1033944,"""BEIJING FEIHONG WEIYE SHANGMAO""",RB,"IPAD, IPHONE, IPOD",,ZB,,,,Y,INACTIVE
1510,1319873,1033528,"""DALIAN JINGJI JISHU KAIFAQU""",RB,,,ZB,,,,N,INACTIVE
1510,1319877,1033530,"""TAICANGSHI BEIWEN TONGXIN QICAI""",RB,"BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1319887,1033942,"""TOUDENGCANG (BEIJING) MAOYI FAZHAN""",RB,,,ZB,,,,Y,INACTIVE
1510,1319893,1033353,"""GUIZHOU HAOLONG TONGXUN YOUXIAN""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1319904,1033355,"""GUIYANG YONGXIANG TONGXIN CHANPIN""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1319915,1035011,"""XINGTAISHI RONGHE SHUMA KEJI""",RB,"IPAD, IPHONE, IPOD",,ZB,,,,Y,INACTIVE
1510,1319922,1034343,"""HANDANSHI HANSHAN TIANSHUN LIHONG""",RB,,,ZB,,,,Y,INACTIVE
1510,1319933,1034361,"""XINING JINHONGYUAN SHANGMAO""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1319956,1032999,"""XI'ANSHI HUALEI TONGXUN QICAI""",RB,,,ZB,,,,Y,INACTIVE
1510,1320366,1034063,"""CHENGDU YISHENGLI TONGXUN QICAI""",RB,"HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1320378,1033980,"""HUAIYANGXIAN FUHUI SHENGYE TONGXUN""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
1510,1320381,1034776,"""CHENGDU JINZHONG KEJI""",RB,,,ZB,,,,Y,INACTIVE
1510,1320387,1033978,"""JURONGSHI XINYIDA SHANGMAO""",RB,,,ZB,,,,N,INACTIVE
1510,1320397,1033990,"""WANNIANXIAN FEIPENG TONGXUN""",RB,"APPLE CPU, BEATS PRODUCTS, HOMEPOD, IPAD, IPHONE, IPOD, WATCH",,ZB,,,,N,ACTIVE
